"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
35,"blue-collar","married","secondary","no",225,"yes","no","cellular",6,"may",160,7,343,2,"failure","no","Contacted",343,"30-40","0-1K","1","4"
36,"services","single","secondary","no",174,"yes","no","unknown",7,"may",223,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
56,"admin.","single","secondary","no",-273,"no","no","cellular",8,"jul",119,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
42,"admin.","married","secondary","no",100,"yes","no","cellular",3,"feb",126,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
38,"blue-collar","divorced","secondary","no",316,"yes","no","cellular",28,"jan",223,1,247,2,"success","no","Contacted",247,"30-40","0-1K","1","3"
39,"admin.","married","secondary","no",419,"yes","yes","unknown",8,"may",35,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"blue-collar","single","secondary","no",4,"no","no","cellular",15,"apr",692,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","4","2"
36,"entrepreneur","married","tertiary","no",6,"no","no","telephone",30,"oct",246,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
55,"housemaid","married","primary","no",2603,"no","no","unknown",9,"jun",559,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
32,"unemployed","single","secondary","no",1026,"yes","no","cellular",13,"may",289,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","1K-5K","1","2"
48,"management","married","tertiary","yes",-13,"yes","no","cellular",15,"may",20,6,291,2,"other","no","Contacted",291,"40-50","Negative","5","3"
34,"management","divorced","tertiary","no",488,"yes","no","unknown",16,"may",4,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
52,"blue-collar","married","primary","no",2439,"yes","no","unknown",30,"may",212,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
33,"technician","single","secondary","no",422,"no","no","cellular",21,"aug",289,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
31,"technician","married","secondary","no",286,"no","no","unknown",12,"may",177,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
59,"retired","divorced","primary","no",606,"no","no","unknown",12,"oct",54,1,526,2,"failure","no","Contacted",526,"50-60","0-1K","5","3"
56,"housemaid","married","primary","no",19,"no","no","cellular",13,"aug",111,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
45,"self-employed","married","tertiary","no",0,"yes","no","cellular",17,"nov",134,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
47,"technician","married","tertiary","no",-512,"yes","yes","unknown",27,"may",220,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","5","2"
41,"blue-collar","married","secondary","no",923,"yes","no","unknown",14,"may",249,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
35,"technician","divorced","tertiary","no",825,"yes","no","cellular",17,"nov",273,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"technician","single","secondary","no",943,"no","no","cellular",29,"aug",96,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
33,"technician","married","secondary","no",-534,"yes","yes","cellular",8,"aug",16,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","1"
47,"technician","married","secondary","no",0,"no","no","telephone",14,"jul",81,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
59,"management","divorced","tertiary","no",7813,"yes","no","cellular",21,"nov",75,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
36,"technician","divorced","tertiary","no",1174,"yes","no","cellular",18,"nov",192,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
36,"admin.","single","tertiary","no",994,"no","no","cellular",13,"aug",185,2,105,3,"success","no","Contacted",105,"30-40","0-1K","1","4"
44,"admin.","married","secondary","no",0,"yes","no","unknown",23,"may",82,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
25,"services","single","secondary","no",505,"no","no","cellular",15,"jun",284,1,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","0-1K","1","2"
37,"management","single","tertiary","no",584,"yes","no","telephone",13,"may",115,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"management","married","secondary","no",1423,"yes","no","unknown",16,"may",223,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
51,"services","married","secondary","no",276,"no","no","cellular",26,"aug",217,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
32,"technician","single","secondary","no",287,"yes","no","unknown",21,"may",59,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
46,"management","married","secondary","no",0,"no","no","unknown",12,"jun",155,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
57,"unemployed","married","secondary","no",0,"no","no","unknown",19,"jun",97,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
31,"management","single","tertiary","no",354,"no","no","cellular",30,"apr",502,1,9,2,"success","yes","Contacted",9,"30-40","0-1K","1","3"
42,"technician","single","secondary","no",0,"no","no","telephone",31,"jul",33,13,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","1"
47,"blue-collar","married","primary","no",-290,"yes","no","cellular",15,"may",495,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","5","2"
34,"technician","single","secondary","yes",-2,"no","yes","cellular",8,"jul",283,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
37,"management","married","unknown","no",247,"no","no","cellular",2,"feb",192,2,208,1,"failure","no","Contacted",208,"30-40","0-1K","1","3"
35,"management","divorced","tertiary","no",434,"yes","no","cellular",11,"may",277,1,271,2,"success","no","Contacted",271,"30-40","0-1K","1","3"
37,"management","divorced","secondary","no",0,"yes","no","unknown",18,"jun",187,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
46,"blue-collar","married","secondary","no",310,"yes","no","cellular",24,"jul",58,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
25,"management","single","tertiary","no",553,"yes","no","cellular",17,"sep",113,4,479,1,"failure","no","Contacted",479,"Under 30","0-1K","1","3"
39,"unknown","single","secondary","no",914,"no","no","unknown",5,"jun",20,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
31,"self-employed","married","tertiary","no",1194,"yes","no","cellular",15,"may",50,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
39,"blue-collar","married","primary","no",1135,"yes","no","unknown",27,"may",35,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
58,"retired","married","unknown","no",911,"no","no","cellular",27,"aug",178,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
59,"retired","married","secondary","no",377,"no","yes","cellular",25,"jul",468,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
46,"admin.","married","tertiary","no",2552,"no","no","cellular",3,"sep",260,1,94,8,"success","yes","Contacted",94,"40-50","1K-5K","3","4"
52,"technician","divorced","secondary","no",0,"no","no","telephone",17,"nov",215,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
37,"management","married","primary","no",4721,"no","no","telephone",28,"jan",46,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
35,"technician","married","secondary","no",-288,"yes","yes","cellular",30,"apr",126,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
39,"entrepreneur","married","secondary","no",11887,"no","no","cellular",18,"nov",1181,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","10K+","4","3"
43,"entrepreneur","married","unknown","no",100,"yes","no","unknown",5,"may",702,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
26,"blue-collar","married","secondary","no",245,"yes","no","unknown",28,"may",146,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
31,"admin.","single","tertiary","no",516,"no","no","cellular",5,"jun",227,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"blue-collar","married","primary","no",205,"yes","no","unknown",8,"may",128,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
50,"technician","married","secondary","no",1824,"yes","no","telephone",13,"aug",767,8,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","4","3"
49,"services","divorced","secondary","no",0,"yes","yes","unknown",5,"may",272,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
56,"technician","married","secondary","no",992,"no","no","unknown",9,"jun",123,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
40,"blue-collar","married","primary","no",-35,"yes","no","cellular",18,"may",194,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
41,"blue-collar","divorced","primary","no",169,"yes","no","cellular",5,"may",71,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
33,"blue-collar","married","primary","no",163,"yes","no","unknown",20,"may",135,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
25,"admin.","married","secondary","no",789,"yes","no","cellular",23,"jul",202,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
41,"blue-collar","married","secondary","no",2852,"yes","no","unknown",20,"may",125,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","1"
40,"technician","married","secondary","no",0,"no","no","cellular",15,"apr",431,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
49,"technician","married","secondary","no",177,"yes","yes","cellular",8,"jul",191,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
25,"management","married","tertiary","no",51,"yes","no","cellular",18,"jul",127,4,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
49,"management","married","tertiary","no",596,"yes","no","cellular",3,"apr",579,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
59,"admin.","married","secondary","no",1001,"no","no","unknown",6,"jun",175,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
30,"management","single","tertiary","no",376,"yes","no","cellular",21,"nov",710,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","2"
40,"blue-collar","married","secondary","no",275,"yes","no","cellular",1,"feb",196,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
43,"admin.","married","secondary","no",315,"no","no","cellular",23,"jul",129,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
44,"blue-collar","married","secondary","no",1397,"no","no","cellular",20,"nov",326,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
30,"student","single","secondary","no",4,"no","no","cellular",4,"feb",443,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
58,"entrepreneur","married","primary","no",1249,"no","no","cellular",5,"feb",187,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
36,"technician","married","secondary","no",5611,"yes","no","unknown",8,"may",39,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
46,"technician","divorced","secondary","no",-154,"yes","no","cellular",7,"may",215,2,294,1,"failure","no","Contacted",294,"40-50","Negative","5","3"
33,"admin.","single","tertiary","no",867,"yes","no","cellular",14,"apr",247,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"technician","single","tertiary","no",2784,"no","no","cellular",20,"nov",808,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","4","3"
49,"services","divorced","unknown","no",313,"yes","no","cellular",31,"jul",203,7,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","1"
27,"services","single","secondary","no",139,"no","no","cellular",25,"jul",165,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
47,"blue-collar","married","secondary","no",947,"no","yes","cellular",29,"aug",24,17,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","1"
28,"blue-collar","married","primary","no",0,"no","no","unknown",14,"may",17,24,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","2","1"
59,"unemployed","married","secondary","no",0,"no","no","cellular",11,"mar",74,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
46,"management","single","secondary","no",5993,"no","no","cellular",20,"may",165,1,56,3,"failure","no","Contacted",56,"40-50","5K-10K","5","4"
47,"blue-collar","married","primary","yes",0,"no","no","unknown",5,"jun",148,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
29,"blue-collar","married","secondary","no",1492,"yes","no","unknown",2,"jun",267,10,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","2","1"
46,"blue-collar","married","primary","no",804,"yes","no","cellular",12,"may",1063,2,361,1,"success","yes","Contacted",361,"40-50","0-1K","4","3"
44,"management","married","tertiary","no",-61,"no","no","cellular",11,"aug",1015,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","4","3"
37,"self-employed","married","tertiary","no",2084,"yes","no","unknown",21,"may",137,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
36,"blue-collar","single","secondary","no",1392,"yes","no","unknown",15,"may",205,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
36,"blue-collar","married","primary","no",38,"yes","yes","cellular",13,"may",285,2,335,1,"other","no","Contacted",335,"30-40","0-1K","1","3"
26,"admin.","single","tertiary","no",2532,"yes","yes","cellular",18,"feb",269,1,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","1K-5K","1","1"
29,"management","single","tertiary","no",941,"yes","no","unknown",27,"may",160,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
35,"blue-collar","married","secondary","no",674,"yes","no","unknown",30,"may",274,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
48,"housemaid","married","secondary","no",513,"no","yes","cellular",28,"jul",939,3,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","4","3"
37,"blue-collar","married","secondary","no",395,"yes","no","unknown",6,"may",219,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"services","single","secondary","no",278,"yes","no","unknown",3,"jun",1045,3,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
31,"technician","single","secondary","no",304,"no","no","cellular",29,"jan",293,2,160,2,"other","no","Contacted",160,"30-40","0-1K","1","3"
31,"housemaid","married","secondary","no",1,"yes","no","unknown",30,"may",101,16,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","2","1"
40,"blue-collar","married","secondary","no",-31,"yes","no","unknown",14,"may",117,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
28,"housemaid","single","tertiary","no",731,"yes","no","cellular",6,"feb",135,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
55,"technician","divorced","tertiary","no",2298,"yes","no","cellular",29,"jul",66,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
27,"admin.","single","secondary","no",-181,"yes","yes","unknown",29,"may",81,4,-1,0,"unknown","no","Not Contacted",NA,"Under 30","Negative","1","2"
44,"admin.","married","secondary","no",1248,"yes","yes","cellular",8,"may",428,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
37,"blue-collar","married","primary","no",704,"no","no","unknown",18,"jun",165,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
28,"self-employed","married","tertiary","no",112,"yes","yes","cellular",5,"may",145,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
55,"unknown","married","secondary","no",1157,"no","no","cellular",12,"jul",289,1,412,2,"failure","no","Contacted",412,"50-60","1K-5K","5","3"
37,"admin.","single","secondary","no",0,"yes","yes","cellular",3,"sep",144,2,463,6,"failure","no","Contacted",463,"30-40","0-1K","3","4"
45,"technician","married","tertiary","no",1780,"no","no","unknown",9,"jun",464,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
53,"technician","married","secondary","no",234,"no","no","cellular",7,"aug",103,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
36,"services","married","secondary","no",0,"yes","yes","cellular",15,"jul",201,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
41,"entrepreneur","married","tertiary","no",10,"yes","no","cellular",8,"may",196,2,172,2,"other","no","Contacted",172,"40-50","0-1K","1","3"
40,"technician","married","secondary","no",5811,"yes","no","cellular",18,"nov",172,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
45,"admin.","married","secondary","yes",-106,"yes","yes","cellular",7,"may",553,3,288,1,"other","yes","Contacted",288,"40-50","Negative","4","3"
39,"blue-collar","divorced","secondary","yes",-202,"yes","yes","cellular",15,"may",157,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
33,"blue-collar","married","secondary","no",-267,"yes","no","cellular",20,"apr",1030,3,-1,0,"unknown","yes","Not Contacted",NA,"30-40","Negative","4","3"
40,"self-employed","married","secondary","no",311,"yes","no","unknown",20,"may",723,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
47,"blue-collar","married","secondary","no",3237,"yes","no","unknown",15,"may",198,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
26,"technician","single","tertiary","no",468,"yes","no","cellular",14,"may",221,2,364,1,"failure","no","Contacted",364,"Under 30","0-1K","1","3"
